"x","y","label"
0.547708680419357,1.60733764069326,1
0.223638916242751,0.646058417773666,1
0.548498239482446,1.23077158254416,1
0.988208578334794,0.819996770807225,1
1.16572903954566,0.987634643969393,1
1.30875816027167,0.826398046265643,1
0.754544740236776,0.755469512610192,1
0.540871453632763,1.34244689894019,1
0.690685764961063,0.861530894713411,1
0.295045348210701,1.74442863689117,1
1.32429754023847,1.55350772498667,1
0.364778956156632,1.51887237872254,1
1.34838093465659,1.07624612367772,1
0.85748566448939,1.35362759931596,1
1.2767497845727,0.68794221965895,1
0.470909732602812,1.48346827296866,1
0.277018839622976,0.781068375101229,1
1.73988549492619,0.527910788772053,1
0.767087200799858,0.327880938219912,1
0.296169572084277,1.37821952727377,1
0.896884797270989,1.13599143028882,1
0.926654947480614,1.16720174378332,1
1.60421977712147,0.851156606993828,1
2.13916019488194,1.06491706569016,1
0.29306306716313,1.78681565495648,1
-0.656225890284608,-0.669190942246362,1
-1.8834354947991,-0.649745059296637,1
-1.26179738052154,-0.916319162041575,1
-0.680239458267891,-2.08713036198357,1
-1.38338791395891,-0.910381272483822,1
-1.21648904118178,-1.34656120716616,1
-0.983993134019498,-1.0699127002918,1
-0.821974259207804,-1.82074259563647,1
-0.958607765875068,-0.208920723395707,1
-1.47429908654648,-1.41478824477681,1
-1.23100700574046,0.107092609679671,1
-0.815142317976526,-1.09658833270218,1
-0.796134192565275,-1.39863756331875,1
-0.111162720430265,-0.955325140744264,1
-0.630067139067661,-1.31382989965215,1
-1.86106538228444,-0.444756639809212,1
-2.22627611661575,0.277224038259681,1
-0.815075655130573,-0.697786704287641,1
-0.828068972818297,-1.53548136624858,1
-1.9804174672632,-1.19564619474602,1
-0.342065255601454,-0.529831555819078,1
-1.25842829366579,-0.644867672199209,1
-1.95552980859408,-1.76730112882413,1
-0.998746679109168,-1.5470485817679,1
-1.50514078465061,-0.716209764331085,1
-0.857185762317981,1.18673833965488,2
-1.18222952096769,1.49676996623973,2
-0.494402577885071,0.9664500785734,2
-1.45077534672244,1.61881409077626,2
-0.408664216855301,0.460361214976461,2
-0.415032831084068,-0.119064810268487,2
-1.14583098549557,0.79459730159258,2
-1.29447902357835,0.664506596507219,2
-1.21756175767441,1.03672152831575,2
-0.920054190758547,1.43040770804853,2
-1.18122628548107,1.25352494809813,2
-1.03058108080727,0.102798743710094,2
-1.11317294818204,1.57108648618443,2
-1.29181750076081,1.57742645770873,2
-0.980228279151514,-0.0433069595613016,2
-0.83454622946423,0.112384949219676,2
-0.717196877564297,1.72068148780826,2
-1.04757550642066,1.1820677429587,2
-0.271771952740813,1.69771333144775,2
-1.07398927991697,0.51920271927839,2
-0.668900418199754,0.505182617852577,2
-0.787034066497134,1.13454991514089,2
-1.07569840337187,1.60758289995228,2
-1.86308844921121,0.799816266735322,2
-1.21395734347696,1.37561791841963,2
0.421711921494234,-0.642281764089766,2
0.216469023452805,-1.07174648758362,2
0.224560310124115,-1.09029463857713,2
0.604579003282041,-0.957200475301589,2
1.36551200763222,-1.44999912559824,2
1.58145131034226,-0.338507493738417,2
1.4867465498176,-0.736466102722173,2
1.83416412873049,-1.43180202003883,2
0.622197061285011,-0.432957362422706,2
1.04372743540104,-0.884160294691336,2
0.61629128748717,-1.58972286763948,2
-0.290089456888749,-0.679037086561215,2
1.47853446692906,-1.94287038031276,2
1.47319938205771,-1.05613022818359,2
0.565029259596508,-0.955224833928681,2
1.10395230245762,0.0233726139980748,2
0.189694163803552,-0.976819982839264,2
1.13051494103792,-0.293386009866504,2
0.566490602184571,-1.11367443573899,2
1.17110418054848,-1.38648332877786,2
1.52886151809776,-0.748060306784361,2
0.374052575276186,-1.75940093785313,2
1.25420831206269,-1.52399351644056,2
1.121503650421,-0.815036291820598,2
0.563796314268828,-0.693431632629274,2
