  認知心理学  統計学  神経科学  心理学史  精神分析
1  -0.657660134662523  -1.42954846102122  0.244753249936814  -1.99035517247853  0.822157156054076
2  0.105426433800863  0.152670223992557  1.22376624968407  1.29805772118165  1.14095278799341
3  -0.657660134662523  0.152670223992557  -0.734259749810442  1.29805772118165  0.184565892175405
4  -1.42074670312591  0.680076452330481  -0.244753249936814  -0.34614872564844  -0.453025371703267
5  1.25005628649594  -0.374736004345368  0.734259749810442  1.29805772118165  1.45974841993275
6  0.868513002264248  0.152670223992557  1.7132727495577  -0.34614872564844  0.822157156054076
7  0.486969718032555  -0.374736004345368  0.244753249936814  1.29805772118165  1.45974841993275
8  1.25005628649594  -0.374736004345368  -0.734259749810442  -1.99035517247853  -0.453025371703267
9  0.105426433800863  0.680076452330481  0.734259749810442  0.749988905571622  0.822157156054076
10  -0.657660134662523  -0.374736004345368  -1.22376624968407  0.201920089961591  -1.72820789946061
11  -0.657660134662523  0.680076452330481  -0.734259749810442  -0.34614872564844  -0.453025371703267
12  -0.657660134662523  -1.42954846102122  -1.7132727495577  -1.4422863568685  0.822157156054076
13  0.105426433800863  -1.42954846102122  -0.244753249936814  -1.4422863568685  -0.134229739763931
14  0.105426433800863  0.680076452330481  -0.734259749810442  0.201920089961591  -0.453025371703267
15  -1.42074670312591  -1.95695468935914  -1.22376624968407  -0.894217541258471  -0.453025371703267
16  1.25005628649594  0.680076452330481  1.22376624968407  0.201920089961591  -0.0704706133760638
17  0.868513002264248  -0.374736004345368  -1.7132727495577  -0.894217541258471  0.50336152411474
18  -0.657660134662523  0.680076452330481  0.244753249936814  0.201920089961591  -0.0704706133760638
19  1.25005628649594  -0.374736004345368  2.20277924943133  0.201920089961591  1.45974841993275
20  0.105426433800863  0.152670223992557  0.734259749810442  0.749988905571622  1.45974841993275
21  -0.657660134662523  -0.902142232683292  -0.244753249936814  -0.894217541258471  0.822157156054076
22  1.25005628649594  -0.902142232683292  1.22376624968407  -0.894217541258471  -0.453025371703267
23  0.868513002264248  1.20748268066841  -1.22376624968407  0.201920089961591  0.50336152411474
